record_id,month,day,year,site_id,species_id,sex,hindfoot_length,weight
5114,12,31,1981,12,RM,F,16.0,9.0
5115,12,31,1981,7,PE,F,22.0,24.0
5116,12,31,1981,12,NL,M,31.0,83.0
5117,12,31,1981,24,NL,F,33.0,134.0
5118,12,31,1981,14,DM,M,36.0,37.0
5119,12,31,1981,11,DM,F,36.0,39.0
5121,12,31,1981,11,DS,F,49.0,110.0
5122,12,31,1981,24,DM,F,36.0,40.0
5123,12,31,1981,12,RM,M,17.0,8.0
5124,12,31,1981,13,DM,M,38.0,54.0
5125,12,31,1981,14,DM,M,33.0,34.0
5126,12,31,1981,14,DS,M,49.0,110.0
5127,12,31,1981,24,NL,M,34.0,157.0
5128,12,31,1981,12,DM,M,35.0,26.0
5129,12,31,1981,24,DO,M,36.0,38.0
5130,12,31,1981,24,PE,F,22.0,23.0
5131,12,31,1981,12,DM,M,38.0,49.0
5132,12,31,1981,13,PF,F,15.0,7.0
5133,12,31,1981,24,PE,F,21.0,23.0
5134,12,31,1981,11,NL,M,33.0,180.0
5135,12,31,1981,24,DM,M,37.0,45.0
5136,12,31,1981,14,PF,M,17.0,7.0
5137,12,31,1981,14,OL,M,23.0,38.0
5138,12,31,1981,24,DM,M,33.0,25.0
5139,12,31,1981,10,PE,M,21.0,21.0
5140,12,31,1981,8,DS,M,49.0,135.0
5141,12,31,1981,9,DM,F,33.0,34.0
5142,12,31,1981,11,RM,F,17.0,14.0
5143,12,31,1981,9,DS,F,50.0,140.0
5144,12,31,1981,8,DS,M,53.0,140.0
5145,12,31,1981,12,DM,M,36.0,46.0
5146,12,31,1981,12,DM,F,37.0,43.0
5147,12,31,1981,11,OT,M,22.0,27.0
5148,12,31,1981,13,PE,M,19.0,21.0
5149,12,31,1981,11,DM,M,36.0,45.0
5150,12,31,1981,12,DM,M,38.0,50.0
5151,12,31,1981,8,DO,M,34.0,49.0
5152,12,31,1981,11,OT,M,21.0,23.0
5153,12,31,1981,12,DO,F,36.0,38.0
5154,12,31,1981,13,DS,F,51.0,153.0
5155,12,31,1981,14,DM,F,34.0,44.0
5156,12,31,1981,11,DM,F,37.0,47.0
5157,12,31,1981,13,DM,M,36.0,45.0
5158,1,1,1982,1,DO,F,37.0,49.0
5159,1,1,1982,5,DM,F,34.0,42.0
5160,1,1,1982,3,RM,F,16.0,11.0
5161,1,1,1982,5,NL,F,33.0,193.0
5162,1,1,1982,3,RM,F,17.0,10.0
5163,1,1,1982,3,NL,F,34.0,163.0
5164,1,1,1982,2,DS,F,49.0,78.0
5165,1,1,1982,3,PF,M,15.0,6.0
5166,1,1,1982,4,DM,M,36.0,49.0
5167,1,1,1982,2,DM,M,35.0,45.0
5168,1,1,1982,4,DS,M,52.0,117.0
5169,1,1,1982,5,DM,F,35.0,49.0
5170,1,1,1982,6,DS,F,49.0,124.0
5171,1,1,1982,1,DS,M,52.0,168.0
5172,1,1,1982,1,DS,M,53.0,160.0
5173,1,1,1982,2,DS,M,50.0,83.0
5174,1,1,1982,3,PM,M,20.0,24.0
5175,1,1,1982,5,DM,M,36.0,40.0
5176,1,1,1982,5,RM,M,16.0,9.0
5177,1,1,1982,2,DO,F,37.0,61.0
5178,1,1,1982,2,PE,F,20.0,25.0
5179,1,1,1982,1,DO,F,37.0,38.0
5181,1,1,1982,1,DM,M,37.0,51.0
5182,1,1,1982,3,RM,F,16.0,15.0
5183,1,1,1982,4,DM,F,36.0,51.0
5184,1,1,1982,2,PE,F,19.0,21.0
5185,1,1,1982,5,DM,M,38.0,56.0
5186,1,1,1982,1,DM,M,35.0,42.0
5187,1,1,1982,2,OL,F,21.0,27.0
5188,1,1,1982,3,RM,F,16.0,16.0
5189,1,1,1982,1,DO,F,36.0,55.0
5190,1,1,1982,2,RM,F,17.0,11.0
5191,1,1,1982,4,DM,M,36.0,34.0
5192,1,1,1982,2,PE,M,18.0,24.0
5193,1,1,1982,4,DM,F,37.0,38.0
5194,1,1,1982,5,DM,M,36.0,53.0
5195,1,1,1982,6,NL,M,35.0,152.0
5196,1,1,1982,2,PE,M,19.0,25.0
5197,1,1,1982,4,DS,M,52.0,155.0
5198,1,1,1982,5,DM,M,37.0,47.0
5199,1,24,1982,11,DM,M,36.0,48.0
5200,1,24,1982,24,PE,M,20.0,22.0
5201,1,24,1982,12,NL,F,32.0,220.0
5202,1,24,1982,19,PF,M,15.0,7.0
5205,1,24,1982,24,DM,M,35.0,33.0
5206,1,24,1982,20,DO,M,37.0,38.0
5207,1,24,1982,24,DO,M,34.0,42.0
5208,1,24,1982,1,DO,F,37.0,48.0
5209,1,24,1982,11,DM,F,35.0,44.0
5210,1,24,1982,12,DM,M,38.0,48.0
5211,1,24,1982,23,RM,M,16.0,9.0
5212,1,24,1982,21,RM,F,16.0,8.0
5213,1,24,1982,7,PE,F,19.0,22.0
5214,1,24,1982,11,DS,F,49.0,149.0
5215,1,24,1982,19,PM,M,21.0,24.0
5216,1,24,1982,18,DS,F,51.0,120.0
5217,1,24,1982,12,RM,F,18.0,13.0
5218,1,24,1982,11,NL,M,34.0,168.0
5219,1,24,1982,12,DM,M,38.0,48.0
5221,1,24,1982,12,DM,F,38.0,44.0
5223,1,24,1982,11,DM,F,37.0,46.0
5224,1,24,1982,12,RM,M,15.0,7.0
5225,1,24,1982,24,PE,F,20.0,21.0
5226,1,24,1982,11,DM,M,36.0,51.0
5227,1,24,1982,24,DM,F,33.0,30.0
5228,1,24,1982,20,RM,M,16.0,11.0
5230,1,24,1982,19,RM,M,17.0,12.0
5231,1,24,1982,22,DS,M,51.0,133.0
5232,1,24,1982,9,DO,F,35.0,44.0
5233,1,24,1982,9,DS,F,51.0,151.0
5234,1,24,1982,10,PM,M,19.0,20.0
5235,1,24,1982,11,DM,M,38.0,44.0
5236,1,24,1982,10,PM,F,20.0,19.0
5237,1,24,1982,12,DM,M,37.0,48.0
5238,1,24,1982,1,DM,M,36.0,39.0
5239,1,24,1982,1,DO,M,37.0,45.0
5240,1,24,1982,10,RM,M,17.0,10.0
5242,1,24,1982,11,RM,F,17.0,14.0
5243,1,24,1982,20,DS,F,51.0,190.0
5245,1,24,1982,21,RM,M,14.0,11.0
5246,1,24,1982,24,RM,M,16.0,10.0
5247,1,24,1982,18,DM,F,35.0,27.0
5249,1,24,1982,12,DM,M,34.0,33.0
5250,1,24,1982,9,DM,F,36.0,39.0
5251,1,24,1982,21,PF,M,16.0,6.0
5252,1,24,1982,20,DM,F,37.0,38.0
5253,1,24,1982,24,DO,F,35.0,58.0
5254,1,24,1982,11,OT,M,19.0,25.0
5255,1,24,1982,24,DM,M,36.0,46.0
5257,1,24,1982,11,PE,M,20.0,23.0
5258,1,24,1982,24,DO,M,34.0,42.0
5259,1,24,1982,22,DM,M,34.0,41.0
5260,1,24,1982,11,DM,F,36.0,56.0
5261,1,24,1982,11,OT,F,21.0,25.0
5262,1,24,1982,19,OT,F,20.0,24.0
5263,1,24,1982,18,DM,F,35.0,38.0
5264,1,24,1982,21,RM,F,16.0,10.0
5265,1,24,1982,11,DM,M,34.0,45.0
5266,1,24,1982,18,NL,F,32.0,195.0
5268,1,24,1982,12,DM,M,37.0,50.0
5269,1,25,1982,3,PE,F,19.0,30.0
5270,1,25,1982,2,DS,F,48.0,89.0
5271,1,25,1982,13,OT,M,21.0,23.0
5273,1,25,1982,15,PE,F,21.0,18.0
5274,1,25,1982,4,DM,F,35.0,35.0
5275,1,25,1982,3,OL,M,21.0,42.0
5276,1,25,1982,5,NL,F,32.0,194.0
5277,1,25,1982,13,DM,M,36.0,56.0
5278,1,25,1982,14,DM,M,36.0,44.0
5279,1,25,1982,16,PE,M,19.0,23.0
5280,1,25,1982,3,PF,M,14.0,7.0
5281,1,25,1982,13,PE,M,18.0,24.0
5282,1,25,1982,2,DS,M,52.0,82.0
5283,1,25,1982,5,DM,F,36.0,54.0
5284,1,25,1982,14,DM,M,36.0,38.0
5285,1,25,1982,5,DM,M,37.0,40.0
5286,1,25,1982,14,DM,F,34.0,38.0
5287,1,25,1982,5,DM,F,35.0,42.0
5288,1,25,1982,2,DM,M,35.0,44.0
5289,1,25,1982,4,DM,M,37.0,41.0
5290,1,25,1982,15,PF,F,15.0,7.0
5291,1,25,1982,13,PF,M,15.0,8.0
5292,1,25,1982,2,OL,M,21.0,42.0
5293,1,25,1982,13,DM,M,37.0,49.0
5294,1,25,1982,15,PE,M,20.0,22.0
5295,1,25,1982,3,RM,F,16.0,13.0
5296,1,25,1982,6,DS,F,50.0,126.0
5297,1,25,1982,14,OL,F,20.0,43.0
5298,1,25,1982,13,PF,F,15.0,11.0
5299,1,25,1982,2,NL,F,32.0,165.0
5300,1,25,1982,3,PF,F,15.0,7.0
5301,1,25,1982,2,PE,M,20.0,23.0
5303,1,25,1982,5,DM,M,37.0,56.0
5304,1,25,1982,17,DS,M,50.0,134.0
5305,1,25,1982,2,OT,M,19.0,24.0
5306,1,25,1982,14,OL,M,21.0,44.0
5307,1,25,1982,3,RM,F,16.0,12.0
5308,1,25,1982,5,DM,F,35.0,41.0
5309,1,25,1982,14,OL,M,22.0,40.0
5311,1,25,1982,5,DM,F,36.0,46.0
5312,1,25,1982,14,OL,M,19.0,30.0
5314,1,25,1982,17,RM,M,17.0,10.0
5315,1,25,1982,16,RM,M,16.0,11.0
5316,1,25,1982,4,DM,M,36.0,36.0
5317,1,25,1982,14,DM,F,36.0,52.0
5318,1,25,1982,4,DM,F,37.0,37.0
5319,1,25,1982,5,DM,M,37.0,51.0
5320,1,25,1982,13,DM,M,36.0,54.0
5322,1,25,1982,2,PE,M,20.0,22.0
5323,1,25,1982,16,PE,F,21.0,29.0
5324,1,25,1982,5,DM,M,37.0,46.0
5325,1,25,1982,6,PE,M,20.0,22.0
5327,2,22,1982,17,DS,M,49.0,150.0
5328,2,22,1982,17,RM,F,15.0,9.0
5329,2,22,1982,19,RM,M,16.0,9.0
5330,2,22,1982,19,PM,M,21.0,23.0
5331,2,22,1982,21,PF,F,14.0,6.0
5332,2,22,1982,17,DM,F,37.0,43.0
5333,2,22,1982,24,DM,M,37.0,38.0
5335,2,22,1982,20,DO,M,37.0,46.0
5336,2,22,1982,18,DM,F,36.0,38.0
5337,2,22,1982,12,DS,F,49.0,122.0
5338,2,22,1982,12,NL,F,32.0,226.0
5339,2,22,1982,18,PE,M,18.0,22.0
5340,2,22,1982,24,DM,F,36.0,32.0
5341,2,22,1982,22,DS,M,48.0,130.0
5342,2,22,1982,12,RM,F,16.0,13.0
5343,2,22,1982,24,PE,F,20.0,21.0
5344,2,22,1982,18,NL,M,32.0,100.0
5345,2,22,1982,24,PE,M,20.0,22.0
5346,2,22,1982,21,PF,F,14.0,4.0
5347,2,22,1982,18,DS,M,52.0,135.0
5348,2,22,1982,12,DM,F,37.0,48.0
5349,2,22,1982,24,NL,M,33.0,226.0
5350,2,22,1982,21,PM,M,21.0,22.0
5351,2,22,1982,19,PE,F,21.0,24.0
5353,2,22,1982,17,RM,M,17.0,9.0
5354,2,22,1982,20,DS,F,51.0,158.0
5355,2,22,1982,20,DM,M,36.0,46.0
5356,2,22,1982,24,RM,M,16.0,9.0
5357,2,22,1982,20,RM,F,15.0,10.0
5359,2,22,1982,20,RM,M,17.0,10.0
5360,2,22,1982,21,PF,M,16.0,8.0
5361,2,22,1982,22,DM,M,34.0,38.0
5362,2,22,1982,21,PF,F,16.0,8.0
5363,2,22,1982,17,DM,M,37.0,49.0
5364,2,22,1982,24,DO,M,36.0,48.0
5365,2,22,1982,22,DS,M,51.0,154.0
5366,2,22,1982,24,DO,M,37.0,45.0
5367,2,22,1982,12,DM,M,37.0,47.0
5368,2,22,1982,12,DM,M,38.0,51.0
5369,2,22,1982,22,DS,M,51.0,80.0
5370,2,22,1982,12,DM,M,37.0,39.0
5371,2,22,1982,20,PE,F,19.0,26.0
5372,2,22,1982,20,DM,F,37.0,43.0
5373,2,22,1982,18,NL,F,31.0,88.0
5374,2,22,1982,17,RM,M,17.0,11.0
5375,2,22,1982,21,PF,F,16.0,7.0
5376,2,22,1982,19,RM,F,17.0,10.0
5377,2,22,1982,19,RM,F,16.0,8.0
5378,2,22,1982,18,RM,M,15.0,11.0
5379,2,22,1982,19,RM,M,17.0,12.0
5380,2,22,1982,17,RM,M,16.0,11.0
5381,2,22,1982,22,DM,M,33.0,41.0
5382,2,22,1982,19,RM,M,16.0,10.0
5383,2,22,1982,12,DM,F,33.0,46.0
5384,2,22,1982,24,RM,F,16.0,11.0
5385,2,23,1982,5,DM,F,34.0,42.0
5386,2,23,1982,3,PE,F,20.0,19.0
5388,2,23,1982,11,DM,M,37.0,46.0
5389,2,23,1982,3,NL,F,33.0,145.0
5390,2,23,1982,13,PF,M,17.0,8.0
5391,2,23,1982,4,DM,M,35.0,41.0
5392,2,23,1982,14,DM,M,36.0,42.0
5393,2,23,1982,4,DM,F,36.0,41.0
5394,2,23,1982,11,DS,F,49.0,108.0
5395,2,23,1982,11,RM,F,17.0,13.0
5396,2,23,1982,14,DM,F,37.0,43.0
5397,2,23,1982,3,PF,M,16.0,8.0
5398,2,23,1982,15,PF,M,16.0,7.0
5399,2,23,1982,14,OL,M,21.0,38.0
5400,2,23,1982,5,NL,F,32.0,248.0
5401,2,23,1982,11,NL,M,34.0,198.0
5402,2,23,1982,6,RM,M,16.0,11.0
5403,2,23,1982,3,NL,M,35.0,211.0
5404,2,23,1982,15,PE,M,19.0,21.0
5405,2,23,1982,4,DM,M,36.0,47.0
5406,2,23,1982,15,PE,F,20.0,23.0
5407,2,23,1982,14,DM,M,36.0,46.0
5408,2,23,1982,5,OL,M,21.0,45.0
5409,2,23,1982,3,RM,M,16.0,9.0
5410,2,23,1982,4,RM,M,16.0,9.0
5411,2,23,1982,13,DO,M,36.0,35.0
5412,2,23,1982,5,DM,F,36.0,36.0
5413,2,23,1982,6,DS,F,49.0,133.0
5414,2,23,1982,14,DM,M,36.0,49.0
5415,2,23,1982,6,DO,M,36.0,56.0
5416,2,23,1982,11,DM,M,38.0,43.0
5417,2,23,1982,3,RM,F,17.0,10.0
5418,2,23,1982,4,DM,M,37.0,49.0
5419,2,23,1982,13,DM,M,38.0,48.0
5420,2,23,1982,14,DM,M,38.0,56.0
5422,2,23,1982,4,DM,M,39.0,44.0
5423,2,23,1982,11,RM,F,17.0,11.0
5424,2,23,1982,3,RM,M,16.0,7.0
5425,2,23,1982,5,DM,F,34.0,39.0
5426,2,23,1982,4,DS,M,51.0,128.0
5427,2,23,1982,14,DM,F,37.0,46.0
5428,2,23,1982,6,DS,M,51.0,107.0
5429,2,23,1982,14,PE,M,19.0,21.0
5430,2,23,1982,13,PF,F,16.0,6.0
5431,2,23,1982,11,RM,M,16.0,10.0
5432,2,23,1982,6,DS,M,47.0,76.0
5433,2,23,1982,3,RM,M,18.0,10.0
5434,2,23,1982,14,OL,M,18.0,36.0
5435,2,23,1982,3,PF,F,16.0,8.0
5436,2,23,1982,4,OL,F,20.0,26.0
5437,2,23,1982,15,RM,M,17.0,11.0
5438,2,23,1982,5,DM,F,36.0,41.0
5439,2,23,1982,3,RM,F,17.0,15.0
5440,2,23,1982,15,RM,M,16.0,9.0
5442,2,23,1982,13,DS,M,49.0,138.0
5443,2,23,1982,14,DM,M,36.0,54.0
5444,2,23,1982,5,DM,M,35.0,51.0
5445,2,23,1982,4,DM,M,37.0,44.0
5446,2,23,1982,11,DM,F,36.0,44.0
5447,2,23,1982,3,RM,F,17.0,13.0
5448,2,23,1982,3,RM,F,17.0,7.0
5449,2,23,1982,11,DM,M,36.0,51.0
5450,2,23,1982,5,DM,M,37.0,54.0
5451,2,23,1982,4,DM,M,37.0,41.0
5452,2,23,1982,14,DS,M,50.0,76.0
5453,2,23,1982,5,DM,F,37.0,49.0
5454,2,23,1982,3,RM,M,18.0,11.0
5455,2,23,1982,11,OT,F,21.0,24.0
5456,2,23,1982,14,OL,F,21.0,36.0
5457,2,23,1982,4,DM,F,37.0,41.0
5458,2,23,1982,5,NL,M,34.0,235.0
5459,2,23,1982,4,DM,M,37.0,52.0
5460,2,23,1982,11,DM,M,37.0,45.0
5461,2,23,1982,11,DM,M,36.0,45.0
5462,2,23,1982,5,DM,M,37.0,46.0
5464,2,23,1982,11,OT,M,21.0,27.0
5465,2,23,1982,6,PE,M,21.0,22.0
5466,2,24,1982,1,RM,M,16.0,8.0
5467,2,24,1982,2,DS,F,49.0,93.0
5468,2,24,1982,7,PE,F,20.0,19.0
5469,2,24,1982,1,RM,M,15.0,9.0
5470,2,24,1982,8,DS,M,49.0,133.0
5471,2,24,1982,2,DS,M,51.0,102.0
5472,2,24,1982,2,DS,F,52.0,160.0
5473,2,24,1982,16,PE,M,19.0,20.0
5474,2,24,1982,2,DS,M,48.0,54.0
5475,2,24,1982,2,DO,F,38.0,59.0
5476,2,24,1982,1,DS,M,52.0,160.0
5477,2,24,1982,2,RM,F,17.0,8.0
5479,2,24,1982,9,DS,F,51.0,132.0
5480,2,24,1982,16,PE,M,18.0,21.0
5481,2,24,1982,9,DM,M,36.0,44.0
5482,2,24,1982,8,DO,M,36.0,51.0
5483,2,24,1982,2,DM,M,34.0,44.0
5484,2,24,1982,2,PE,F,21.0,17.0
5485,2,24,1982,2,NL,M,34.0,202.0
5486,2,24,1982,8,DS,M,52.0,137.0
5487,2,24,1982,2,PE,M,19.0,23.0
5489,2,24,1982,2,RM,M,16.0,9.0
5490,2,24,1982,2,PE,F,19.0,20.0
5491,2,24,1982,9,DS,F,45.0,59.0
5492,2,24,1982,8,DO,F,36.0,52.0
5493,2,24,1982,2,PE,M,20.0,23.0
5494,2,24,1982,1,DS,M,51.0,155.0
5495,2,24,1982,1,OL,M,22.0,46.0
5497,2,24,1982,1,DM,M,36.0,47.0
5498,2,24,1982,9,RM,M,17.0,10.0
5499,2,24,1982,1,DM,M,36.0,49.0
5500,2,24,1982,9,DS,F,50.0,130.0
5501,2,24,1982,1,OT,F,21.0,34.0
5502,2,24,1982,2,RM,M,16.0,9.0
5503,2,24,1982,1,OL,F,19.0,36.0
5504,2,24,1982,1,DM,M,35.0,41.0
5507,3,29,1982,11,OL,M,20.0,32.0
5508,3,29,1982,22,PE,M,20.0,22.0
5509,3,29,1982,21,RM,M,17.0,11.0
5510,3,29,1982,2,OL,F,21.0,43.0
5511,3,29,1982,24,DO,F,36.0,37.0
5512,3,29,1982,11,DS,F,51.0,106.0
5513,3,29,1982,21,PF,M,16.0,7.0
5514,3,29,1982,2,DS,F,51.0,142.0
5515,3,29,1982,24,DM,M,36.0,39.0
5516,3,29,1982,18,DM,M,37.0,40.0
5517,3,29,1982,20,NL,F,32.0,164.0
5518,3,29,1982,12,DS,F,49.0,116.0
5519,3,29,1982,8,OT,F,21.0,24.0
5520,3,29,1982,21,RM,F,16.0,10.0
5521,3,29,1982,20,DM,M,38.0,46.0
5522,3,29,1982,24,RM,F,17.0,12.0
5523,3,29,1982,2,DS,M,49.0,94.0
5524,3,29,1982,23,RM,F,16.0,9.0
5525,3,29,1982,21,RM,M,18.0,11.0
5526,3,29,1982,20,RM,F,17.0,10.0
5527,3,29,1982,12,RM,M,16.0,9.0
5528,3,29,1982,24,PM,M,18.0,18.0
5530,3,29,1982,21,RM,F,17.0,12.0
5531,3,29,1982,12,DM,F,36.0,44.0
5532,3,29,1982,2,DS,M,52.0,151.0
5533,3,29,1982,12,DM,M,37.0,48.0
5534,3,29,1982,24,PE,F,18.0,22.0
5536,3,29,1982,21,RM,M,17.0,10.0
5537,3,29,1982,22,PE,F,20.0,24.0
5538,3,29,1982,19,PM,M,21.0,22.0
5539,3,29,1982,18,DS,F,50.0,143.0
5540,3,29,1982,21,PF,F,15.0,6.0
5542,3,29,1982,19,RM,M,18.0,9.0
5543,3,29,1982,19,RM,M,17.0,9.0
5544,3,29,1982,2,PE,F,19.0,23.0
5545,3,29,1982,18,RM,M,17.0,11.0
5546,3,29,1982,21,PF,F,16.0,9.0
5547,3,29,1982,24,PE,M,20.0,22.0
5548,3,29,1982,24,DO,M,34.0,49.0
5549,3,29,1982,11,DM,M,36.0,46.0
5551,3,29,1982,12,RM,F,17.0,11.0
5552,3,29,1982,11,NL,M,34.0,212.0
5553,3,29,1982,18,OL,M,21.0,39.0
5554,3,29,1982,12,DM,M,36.0,45.0
5555,3,29,1982,24,DM,M,35.0,47.0
5556,3,29,1982,21,PF,M,15.0,7.0
5557,3,29,1982,12,DM,M,37.0,49.0
5558,3,29,1982,2,NL,M,33.0,211.0
5559,3,29,1982,8,DS,M,51.0,136.0
5560,3,29,1982,23,PE,F,20.0,24.0
5561,3,29,1982,24,RM,M,16.0,10.0
5562,3,29,1982,2,PE,M,20.0,23.0
5563,3,29,1982,11,DM,F,35.0,45.0
5564,3,29,1982,2,RM,M,16.0,10.0
5565,3,29,1982,10,RM,F,16.0,14.0
5566,3,29,1982,2,RM,F,15.0,10.0
5567,3,29,1982,10,PM,M,20.0,10.0
5569,3,29,1982,21,PF,F,16.0,8.0
5570,3,29,1982,12,DM,F,37.0,46.0
5571,3,29,1982,8,DO,M,35.0,52.0
5572,3,29,1982,22,DM,M,37.0,48.0
5573,3,29,1982,19,PM,M,21.0,12.0
5574,3,29,1982,8,DO,F,35.0,53.0
5575,3,29,1982,20,DM,F,36.0,42.0
5576,3,29,1982,19,PM,M,20.0,18.0
5577,3,29,1982,10,PM,F,21.0,12.0
5578,3,29,1982,19,RM,M,17.0,8.0
5579,3,29,1982,18,PM,M,19.0,17.0
5580,3,29,1982,23,RM,F,17.0,12.0
5581,3,29,1982,19,PM,M,20.0,11.0
5582,3,29,1982,10,RM,M,17.0,11.0
5583,3,29,1982,2,NL,M,31.0,120.0
5584,3,29,1982,11,DM,M,34.0,21.0
5585,3,29,1982,2,DO,F,35.0,63.0
5586,3,29,1982,21,PF,M,15.0,6.0
5587,3,29,1982,20,DS,M,46.0,73.0
5588,3,29,1982,21,PF,M,16.0,8.0
5589,3,29,1982,18,DM,F,36.0,46.0
5590,3,29,1982,11,DM,M,36.0,43.0
5591,3,29,1982,18,RM,F,16.0,12.0
5592,3,29,1982,12,DM,F,33.0,38.0
5593,3,29,1982,23,RM,M,17.0,11.0
5594,3,29,1982,20,DS,F,51.0,154.0
5595,3,30,1982,16,RM,M,16.0,10.0
5596,3,30,1982,7,PM,F,21.0,27.0
5597,3,30,1982,1,PP,M,22.0,18.0
5598,3,30,1982,5,DM,F,35.0,44.0
5599,3,30,1982,6,DM,F,34.0,40.0
5601,3,30,1982,7,PE,F,19.0,21.0
5602,3,30,1982,5,DM,M,37.0,53.0
5603,3,30,1982,7,RM,M,16.0,11.0
5604,3,30,1982,5,DM,F,35.0,40.0
5605,3,30,1982,6,DS,F,49.0,160.0
5606,3,30,1982,4,DM,M,35.0,42.0
5607,3,30,1982,5,NL,F,32.0,190.0
5608,3,30,1982,13,DO,M,37.0,37.0
5609,3,30,1982,6,DO,F,34.0,48.0
5610,3,30,1982,17,DM,F,36.0,54.0
5611,3,30,1982,1,DO,F,35.0,54.0
5612,3,30,1982,3,NL,F,31.0,103.0
5613,3,30,1982,1,DM,M,35.0,44.0
5614,3,30,1982,4,PF,F,16.0,6.0
5615,3,30,1982,4,DM,M,38.0,46.0
5616,3,30,1982,5,DM,M,32.0,26.0
5617,3,30,1982,6,DM,M,37.0,45.0
5618,3,30,1982,15,PF,F,16.0,9.0
5619,3,30,1982,14,DM,M,35.0,41.0
5620,3,30,1982,6,DM,M,36.0,57.0
5622,3,30,1982,5,DM,F,35.0,38.0
5623,3,30,1982,9,DS,F,51.0,123.0
5624,3,30,1982,1,DS,F,46.0,90.0
5625,3,30,1982,4,DM,M,37.0,50.0
5626,3,30,1982,6,OT,M,21.0,26.0
5627,3,30,1982,17,OT,F,21.0,31.0
5628,3,30,1982,14,DM,F,36.0,48.0
5629,3,30,1982,6,DS,M,51.0,129.0
5630,3,30,1982,14,PE,M,21.0,22.0
5631,3,30,1982,6,DM,F,37.0,48.0
5632,3,30,1982,1,NL,F,31.0,109.0
5633,3,30,1982,4,DM,M,37.0,44.0
5634,3,30,1982,5,DS,F,45.0,76.0
5635,3,30,1982,6,DS,M,51.0,101.0
5636,3,30,1982,6,OL,F,21.0,39.0
5637,3,30,1982,15,PM,F,19.0,34.0
5638,3,30,1982,3,OL,F,21.0,32.0
5639,3,30,1982,14,DS,M,47.0,106.0
5640,3,30,1982,1,DS,M,52.0,159.0
5641,3,30,1982,3,RM,F,17.0,14.0
5642,3,30,1982,13,DM,M,36.0,48.0
5644,3,30,1982,3,RM,M,17.0,10.0
5645,3,30,1982,17,RM,M,17.0,10.0
5646,3,30,1982,16,RM,M,16.0,9.0
5647,3,30,1982,1,DO,M,36.0,55.0
5648,3,30,1982,5,DM,M,34.0,26.0
5649,3,30,1982,9,DS,M,47.0,91.0
5650,3,30,1982,3,PF,F,16.0,8.0
5651,3,30,1982,6,PP,M,24.0,20.0
5652,3,30,1982,14,DM,M,37.0,54.0
5653,3,30,1982,1,RM,M,18.0,12.0
5654,3,30,1982,17,OT,M,19.0,28.0
5656,3,30,1982,16,RM,F,16.0,12.0
5657,3,30,1982,17,PM,F,21.0,28.0
5658,3,30,1982,4,DM,F,36.0,42.0
5659,3,30,1982,17,DS,M,51.0,140.0
5660,3,30,1982,15,RM,M,16.0,9.0
5661,3,30,1982,9,DS,M,45.0,85.0
5662,3,30,1982,5,DM,M,36.0,45.0
5663,3,30,1982,13,DS,M,49.0,138.0
5664,3,30,1982,5,DM,M,38.0,48.0
5665,3,30,1982,16,RM,F,16.0,11.0
5666,3,30,1982,17,RM,M,16.0,10.0
5667,3,30,1982,5,DM,F,36.0,53.0
5668,3,30,1982,6,DM,M,38.0,51.0
5669,3,30,1982,1,DM,M,36.0,46.0
5670,3,30,1982,5,DM,F,34.0,26.0
5671,3,30,1982,9,DS,M,45.0,76.0
5672,3,30,1982,1,OT,M,21.0,23.0
5673,3,30,1982,5,DM,M,35.0,44.0
5674,3,30,1982,14,DM,M,37.0,51.0
5675,3,30,1982,9,DS,F,51.0,140.0
5676,3,30,1982,3,RM,M,15.0,6.0
5677,3,30,1982,4,DS,F,50.0,90.0
5678,3,30,1982,6,DM,F,36.0,52.0
5679,3,30,1982,6,PE,F,21.0,21.0
5680,3,30,1982,17,DO,F,37.0,59.0
5681,3,30,1982,14,DM,F,36.0,45.0
5682,4,28,1982,10,PM,M,20.0,17.0
5683,4,28,1982,11,OL,M,19.0,38.0
5684,4,28,1982,24,OT,M,19.0,29.0
5685,4,28,1982,23,RM,M,16.0,9.0
5686,4,28,1982,11,DS,M,48.0,56.0
5688,4,28,1982,10,PM,F,19.0,13.0
5690,4,28,1982,20,DM,F,37.0,51.0
5691,4,28,1982,11,PP,F,22.0,16.0
5692,4,28,1982,22,PE,M,21.0,21.0
5693,4,28,1982,19,RM,M,16.0,9.0
5694,4,28,1982,18,DS,M,48.0,128.0
5696,4,28,1982,24,PE,M,19.0,20.0
5697,4,28,1982,17,PM,M,21.0,17.0
5698,4,28,1982,22,DM,M,34.0,41.0
5699,4,28,1982,20,DM,M,37.0,44.0
5700,4,28,1982,13,DO,F,35.0,41.0
5701,4,28,1982,12,DS,M,52.0,114.0
5702,4,28,1982,12,NL,F,33.0,217.0
5703,4,28,1982,24,DO,M,36.0,51.0
5704,4,28,1982,18,DS,M,52.0,94.0
5705,4,28,1982,11,DS,F,50.0,102.0
5706,4,28,1982,12,PP,F,21.0,13.0
5708,4,28,1982,22,DS,M,48.0,130.0
5709,4,28,1982,21,PF,F,16.0,9.0
5710,4,28,1982,20,DM,F,37.0,41.0
5711,4,28,1982,12,DM,F,37.0,41.0
5712,4,28,1982,24,PE,F,20.0,11.0
5713,4,28,1982,23,RM,F,17.0,10.0
5714,4,28,1982,24,DM,M,36.0,41.0
